avg_distance_km,bag_size_kg,bags_available,bags_ordered,batch_id,buyer_type,capacity_per_day,contact,created_at,facilities_count,facility_id,facility_name,farmer_id,farmer_name,farmers_count,fruit_type,inventory_id,last_update_at,order_at,order_id,order_status,price_per_bag,price_per_kg,product_id,qty_kg,region_id,region_name,released_at,source_inventory_id,start_at,status,surplus_kg,table_type
,,,,B1051,,,,,,C003,,,,,,,2025-10-20 13:00,,,,,,,95,,,,I0219,2025-10-20 00:00,Freezing in Progress,,batch
,,,,B1052,,,,,,C004,,,,,,,2025-11-10 18:00,,,,,,,51,,,,I1145,2025-11-09 00:00,At Freezing Facility,,batch
,,,,B1053,,,,,,C001,,,,,,,2025-10-18 12:00,,,,,,,233,,,,I0149,2025-10-18 04:00,Ready for Sale,,batch
,,,,B1054,,,,,,C002,,,,,,,2025-11-08 16:00,,,,,,,212,,,,I1031,2025-11-06 18:00,Freezing in Progress,,batch
,,,,B1055,,,,,,C004,,,,,,,2025-10-29 10:00,,,,,,,236,,,,I0603,2025-10-27 18:00,Ready for Sale,,batch
,,,,B1056,,,,,,C001,,,,,,,2025-10-29 14:00,,,,,,,118,,,,I0697,2025-10-29 03:00,Quality Check,,batch
,,,,B1057,,,,,,C008,,,,,,,2025-10-19 17:00,,,,,,,194,,,,I0240,2025-10-19 06:00,Ready for Sale,,batch
,,,,B1058,,,,,,C001,,,,,,,2025-11-07 06:00,,,,,,,95,,,,I1052,2025-11-06 03:00,Ready for Sale,,batch
,,,,B1059,,,,,,C007,,,,,,,2025-10-27 11:00,,,,,,,129,,,,I0528,2025-10-26 16:00,Ready for Sale,,batch
,,,,B1060,,,,,,C010,,,,,,,2025-11-07 19:00,,,,,,,96,,,,I1102,2025-11-07 06:00,In Transit,,batch
,,,,B1061,,,,,,C001,,,,,,,2025-11-14 08:00,,,,,,,209,,,,I1376,2025-11-13 02:00,Ready for Sale,,batch
,,,,B1062,,,,,,C008,,,,,,,2025-10-26 17:00,,,,,,,177,,,,I0513,2025-10-25 02:00,Quality Check,,batch
,,,,B1063,,,,,,C002,,,,,,,2025-11-05 06:00,,,,,,,110,,,,I0907,2025-11-03 23:00,At Freezing Facility,,batch
,,,,B1064,,,,,,C002,,,,,,,2025-11-01 12:00,,,,,,,154,,,,I0773,2025-10-30 21:00,Freezing in Progress,,batch
,,,,B1065,,,,,,C008,,,,,,,2025-11-10 02:00,,,,,,,112,,,,I1154,2025-11-08 10:00,Ready for Sale,,batch
,,,,B1066,,,,,,C001,,,,,,,2025-11-06 21:00,,,,,,,62,,,,I0991,2025-11-05 03:00,In Transit,,batch
,,,,B1067,,,,,,C008,,,,,,,2025-10-26 22:00,,,,,,,59,,,,I0499,2025-10-25 03:00,In Transit,,batch
,,,,B1068,,,,,,C002,,,,,,,2025-10-29 10:00,,,,,,,134,,,,I0696,2025-10-29 03:00,Ready for Sale,,batch
,,,,B1069,,,,,,C009,,,,,,,2025-11-06 03:00,,,,,,,95,,,,I0940,2025-11-04 11:00,In Transit,,batch
,,,,B1070,,,,,,C008,,,,,,,2025-11-04 16:00,,,,,,,166,,,,I0944,2025-11-04 13:00,Ready for Sale,,batch
,,,,B1071,,,,,,C001,,,,,,,2025-11-10 14:00,,,,,,,138,,,,I1202,2025-11-09 13:00,At Freezing Facility,,batch
,,,,B1072,,,,,,C001,,,,,,,2025-10-17 00:00,,,,,,,233,,,,I0057,2025-10-16 19:00,Freezing in Progress,,batch
,,,,B1073,,,,,,C008,,,,,,,2025-11-06 18:00,,,,,,,170,,,,I0988,2025-11-06 00:00,In Transit,,batch
,,,,B1074,,,,,,C008,,,,,,,2025-10-21 05:00,,,,,,,184,,,,I0239,2025-10-19 08:00,Freezing in Progress,,batch
,,,,B1075,,,,,,C006,,,,,,,2025-10-28 19:00,,,,,,,206,,,,I0529,2025-10-26 20:00,Awaiting Pickup,,batch
,,,,B1076,,,,,,C005,,,,,,,2025-10-20 19:00,,,,,,,173,,,,I0139,2025-10-18 21:00,Ready for Sale,,batch
,,,,B1077,,,,,,C004,,,,,,,2025-11-01 05:00,,,,,,,159,,,,I0784,2025-10-31 12:00,Ready for Sale,,batch
,,,,B1078,,,,,,C010,,,,,,,2025-11-11 22:00,,,,,,,56,,,,I1298,2025-11-11 13:00,Ready for Sale,,batch
,,,,B1079,,,,,,C010,,,,,,,2025-10-26 06:00,,,,,,,194,,,,I0452,2025-10-24 22:00,Freezing in Progress,,batch
,,,,B1080,,,,,,C008,,,,,,,2025-10-27 07:00,,,,,,,96,,,,I0471,2025-10-25 09:00,Ready for Sale,,batch
,,,,B1081,,,,,,C002,,,,,,,2025-10-29 08:00,,,,,,,99,,,,I0647,2025-10-28 02:00,Awaiting Pickup,,batch
,,,,B1082,,,,,,C001,,,,,,,2025-11-03 00:00,,,,,,,238,,,,I0845,2025-11-01 21:00,Ready for Sale,,batch
,,,,B1083,,,,,,C002,,,,,,,2025-11-15 12:00,,,,,,,61,,,,I1398,2025-11-13 19:00,At Freezing Facility,,batch
,,,,B1084,,,,,,C001,,,,,,,2025-11-07 19:00,,,,,,,52,,,,I1058,2025-11-07 00:00,Ready for Sale,,batch
,,,,B1085,,,,,,C008,,,,,,,2025-11-09 06:00,,,,,,,67,,,,I1098,2025-11-07 18:00,At Freezing Facility,,batch
,,,,B1086,,,,,,C008,,,,,,,2025-10-16 21:00,,,,,,,166,,,,I0020,2025-10-15 23:00,Awaiting Pickup,,batch
,,,,B1087,,,,,,C007,,,,,,,2025-10-26 23:00,,,,,,,151,,,,I0540,2025-10-26 21:00,Ready for Sale,,batch
,,,,B1088,,,,,,C006,,,,,,,2025-10-27 08:00,,,,,,,86,,,,I0509,2025-10-25 12:00,At Freezing Facility,,batch
,,,,B1089,,,,,,C008,,,,,,,2025-10-28 07:00,,,,,,,93,,,,I0589,2025-10-27 22:00,Ready for Sale,,batch
,,,,B1090,,,,,,C008,,,,,,,2025-10-19 17:00,,,,,,,89,,,,I0191,2025-10-18 19:00,Ready for Sale,,batch
,,,,B1091,,,,,,C002,,,,,,,2025-11-02 13:00,,,,,,,76,,,,I0818,2025-11-01 03:00,Ready for Sale,,batch
,,,,B1092,,,,,,C004,,,,,,,2025-10-31 00:00,,,,,,,194,,,,I0701,2025-10-29 12:00,Ready for Sale,,batch
,,,,B1093,,,,,,C005,,,,,,,2025-10-19 11:00,,,,,,,103,,,,I0156,2025-10-18 12:00,Quality Check,,batch
,,,,B1094,,,,,,C001,,,,,,,2025-11-09 00:00,,,,,,,88,,,,I1136,2025-11-08 02:00,At Freezing Facility,,batch
,,,,B1095,,,,,,C002,,,,,,,2025-10-23 20:00,,,,,,,193,,,,I0366,2025-10-22 07:00,Quality Check,,batch
,,,,B1096,,,,,,C002,,,,,,,2025-11-06 09:00,,,,,,,53,,,,I0976,2025-11-04 11:00,Quality Check,,batch
,,,,B1097,,,,,,C008,,,,,,,2025-10-28 21:00,,,,,,,213,,,,I0643,2025-10-28 15:00,Awaiting Pickup,,batch
,,,,B1098,,,,,,C009,,,,,,,2025-10-30 01:00,,,,,,,69,,,,I0725,2025-10-29 11:00,Freezing in Progress,,batch
,,,,B1099,,,,,,C008,,,,,,,2025-10-24 16:00,,,,,,,94,,,,I0448,2025-10-24 03:00,In Transit,,batch
,,,,B1100,,,,,,C001,,,,,,,2025-11-11 02:00,,,,,,,117,,,,I1175,2025-11-09 17:00,Quality Check,,batch
,,,,B1101,,,,,,C003,,,,,,,2025-10-28 16:00,,,,,,,90,,,,I0552,2025-10-26 17:00,At Freezing Facility,,batch
,,,,B1102,,,,,,C008,,,,,,,2025-10-24 15:00,,,,,,,239,,,,I0375,2025-10-23 05:00,At Freezing Facility,,batch
,,,,B1103,,,,,,C001,,,,,,,2025-10-24 17:00,,,,,,,85,,,,I0390,2025-10-23 16:00,Ready for Sale,,batch
,,,,B1104,,,,,,C006,,,,,,,2025-11-07 23:00,,,,,,,51,,,,I1022,2025-11-06 03:00,At Freezing Facility,,batch
,,,,B1105,,,,,,C006,,,,,,,2025-10-23 10:00,,,,,,,87,,,,I0409,2025-10-23 03:00,Freezing in Progress,,batch
,,,,B1106,,,,,,C002,,,,,,,2025-10-27 04:00,,,,,,,55,,,,I0481,2025-10-25 11:00,Quality Check,,batch
,,,,B1107,,,,,,C008,,,,,,,2025-10-26 05:00,,,,,,,132,,,,I0496,2025-10-25 11:00,At Freezing Facility,,batch
,,,,B1108,,,,,,C002,,,,,,,2025-10-26 23:00,,,,,,,247,,,,I0544,2025-10-26 05:00,Freezing in Progress,,batch
,,,,B1109,,,,,,C001,,,,,,,2025-10-25 18:00,,,,,,,90,,,,I0424,2025-10-24 02:00,At Freezing Facility,,batch
,,,,B1110,,,,,,C010,,,,,,,2025-10-26 18:00,,,,,,,181,,,,I0470,2025-10-25 19:00,In Transit,,batch
,,,,B1111,,,,,,C010,,,,,,,2025-10-24 19:00,,,,,,,67,,,,I0416,2025-10-24 00:00,At Freezing Facility,,batch
,,,,B1112,,,,,,C010,,,,,,,2025-10-27 03:00,,,,,,,112,,,,I0512,2025-10-25 11:00,In Transit,,batch
,,,,B1113,,,,,,C008,,,,,,,2025-11-10 08:00,,,,,,,163,,,,I1267,2025-11-10 06:00,Freezing in Progress,,batch
,,,,B1114,,,,,,C002,,,,,,,2025-10-30 18:00,,,,,,,99,,,,I0730,2025-10-30 14:00,Awaiting Pickup,,batch
,,,,B1115,,,,,,C001,,,,,,,2025-10-23 15:00,,,,,,,77,,,,I0320,2025-10-22 00:00,Freezing in Progress,,batch
,,,,B1116,,,,,,C002,,,,,,,2025-11-14 01:00,,,,,,,207,,,,I1370,2025-11-13 12:00,Freezing in Progress,,batch
,,,,B1117,,,,,,C008,,,,,,,2025-10-21 05:00,,,,,,,243,,,,I0246,2025-10-20 20:00,Ready for Sale,,batch
,,,,B1118,,,,,,C003,,,,,,,2025-10-19 12:00,,,,,,,228,,,,I0161,2025-10-18 16:00,Freezing in Progress,,batch
,,,,B1119,,,,,,C007,,,,,,,2025-11-05 19:00,,,,,,,55,,,,I1009,2025-11-05 09:00,At Freezing Facility,,batch
,,,,B1120,,,,,,C009,,,,,,,2025-11-12 19:00,,,,,,,143,,,,I1258,2025-11-11 00:00,Freezing in Progress,,batch
,,,,B1121,,,,,,C002,,,,,,,2025-10-15 07:00,,,,,,,133,,,,I0014,2025-10-15 02:00,Freezing in Progress,,batch
,,,,B1122,,,,,,C002,,,,,,,2025-11-08 03:00,,,,,,,78,,,,I1109,2025-11-07 16:00,Freezing in Progress,,batch
,,,,B1123,,,,,,C008,,,,,,,2025-10-17 05:00,,,,,,,135,,,,I0087,2025-10-16 20:00,At Freezing Facility,,batch
,,,,B1124,,,,,,C010,,,,,,,2025-11-13 07:00,,,,,,,76,,,,I1348,2025-11-13 00:00,Freezing in Progress,,batch
,,,,B1125,,,,,,C008,,,,,,,2025-10-31 22:00,,,,,,,71,,,,I0761,2025-10-30 11:00,Ready for Sale,,batch
,,,,B1126,,,,,,C004,,,,,,,2025-11-12 01:00,,,,,,,152,,,,I1272,2025-11-10 09:00,Quality Check,,batch
,,,,B1127,,,,,,C008,,,,,,,2025-10-29 18:00,,,,,,,190,,,,I0646,2025-10-28 17:00,In Transit,,batch
,,,,B1128,,,,,,C005,,,,,,,2025-11-13 14:00,,,,,,,137,,,,I1302,2025-11-12 00:00,At Freezing Facility,,batch
,,,,B1129,,,,,,C002,,,,,,,2025-11-10 18:00,,,,,,,250,,,,I1177,2025-11-09 20:00,Ready for Sale,,batch
,,,,B1130,,,,,,C010,,,,,,,2025-10-28 18:00,,,,,,,90,,,,I0563,2025-10-26 23:00,At Freezing Facility,,batch
,,,,B1131,,,,,,C003,,,,,,,2025-11-07 04:00,,,,,,,172,,,,I1006,2025-11-05 20:00,Ready for Sale,,batch
,,,,B1132,,,,,,C003,,,,,,,2025-11-14 00:00,,,,,,,201,,,,I1319,2025-11-12 12:00,Quality Check,,batch
,,,,B1133,,,,,,C001,,,,,,,2025-11-06 19:00,,,,,,,56,,,,I1047,2025-11-06 14:00,In Transit,,batch
,,,,B1134,,,,,,C001,,,,,,,2025-10-28 11:00,,,,,,,60,,,,I0574,2025-10-27 14:00,Ready for Sale,,batch
,,,,B1135,,,,,,C009,,,,,,,2025-11-01 18:00,,,,,,,159,,,,I0815,2025-11-01 04:00,Ready for Sale,,batch
,,,,B1136,,,,,,C003,,,,,,,2025-10-24 23:00,,,,,,,101,,,,I0455,2025-10-24 22:00,Ready for Sale,,batch
,,,,B1137,,,,,,C008,,,,,,,2025-11-10 14:00,,,,,,,209,,,,I1182,2025-11-09 19:00,In Transit,,batch
,,,,B1138,,,,,,C007,,,,,,,2025-10-20 22:00,,,,,,,187,,,,I0263,2025-10-20 08:00,Quality Check,,batch
,,,,B1139,,,,,,C002,,,,,,,2025-10-18 19:00,,,,,,,126,,,,I0111,2025-10-17 23:00,Quality Check,,batch
,,,,B1140,,,,,,C002,,,,,,,2025-11-07 19:00,,,,,,,233,,,,I1077,2025-11-07 13:00,Ready for Sale,,batch
,,,,B1141,,,,,,C008,,,,,,,2025-11-02 23:00,,,,,,,66,,,,I0867,2025-11-02 14:00,Ready for Sale,,batch
,,,,B1142,,,,,,C002,,,,,,,2025-11-05 23:00,,,,,,,65,,,,I0980,2025-11-05 19:00,Freezing in Progress,,batch
,,,,B1143,,,,,,C003,,,,,,,2025-11-07 21:00,,,,,,,230,,,,I1108,2025-11-07 13:00,Quality Check,,batch
,,,,B1144,,,,,,C007,,,,,,,2025-10-18 14:00,,,,,,,57,,,,I0067,2025-10-17 00:00,At Freezing Facility,,batch
,,,,B1145,,,,,,C002,,,,,,,2025-11-07 16:00,,,,,,,91,,,,I1030,2025-11-06 14:00,At Freezing Facility,,batch
,,,,B1146,,,,,,C008,,,,,,,2025-11-14 11:00,,,,,,,161,,,,I1383,2025-11-13 23:00,Quality Check,,batch
,,,,B1147,,,,,,C007,,,,,,,2025-11-01 14:00,,,,,,,56,,,,I0807,2025-10-31 14:00,In Transit,,batch
,,,,B1148,,,,,,C008,,,,,,,2025-10-23 08:00,,,,,,,89,,,,I0358,2025-10-22 23:00,At Freezing Facility,,batch
,,,,B1149,,,,,,C006,,,,,,,2025-11-04 12:00,,,,,,,52,,,,I0937,2025-11-04 02:00,Awaiting Pickup,,batch
,,,,B1150,,,,,,C009,,,,,,,2025-10-20 12:00,,,,,,,102,,,,I0247,2025-10-20 06:00,Freezing in Progress,,batch
,,,,B1151,,,,,,C006,,,,,,,2025-11-15 13:00,,,,,,,183,,,,I1418,2025-11-13 16:00,Ready for Sale,,batch
,,,,B1152,,,,,,C008,,,,,,,2025-11-05 22:00,,,,,,,176,,,,I0943,2025-11-04 18:00,In Transit,,batch
,,,,B1153,,,,,,C002,,,,,,,2025-11-13 11:00,,,,,,,143,,,,I1340,2025-11-12 07:00,Freezing in Progress,,batch
,,,,B1154,,,,,,C005,,,,,,,2025-10-17 07:00,,,,,,,197,,,,I0018,2025-10-15 09:00,Freezing in Progress,,batch
,,,,B1155,,,,,,C008,,,,,,,2025-10-16 20:00,,,,,,,91,,,,I0025,2025-10-15 20:00,Ready for Sale,,batch
,,,,B1156,,,,,,C006,,,,,,,2025-10-26 00:00,,,,,,,59,,,,I0432,2025-10-25 00:00,Quality Check,,batch
,,,,B1157,,,,,,C008,,,,,,,2025-11-01 06:00,,,,,,,198,,,,I0778,2025-11-01 00:00,Freezing in Progress,,batch
,,,,B1158,,,,,,C006,,,,,,,2025-11-10 16:00,,,,,,,223,,,,I1190,2025-11-09 10:00,Ready for Sale,,batch
,,,,B1159,,,,,,C010,,,,,,,2025-10-20 03:00,,,,,,,70,,,,I0207,2025-10-19 21:00,Quality Check,,batch
,,,,B1160,,,,,,C008,,,,,,,2025-10-30 18:00,,,,,,,84,,,,I0667,2025-10-28 23:00,Ready for Sale,,batch
,,,,B1161,,,,,,C008,,,,,,,2025-10-31 16:00,,,,,,,104,,,,I0741,2025-10-30 20:00,Ready for Sale,,batch
,,,,B1162,,,,,,C001,,,,,,,2025-11-11 09:00,,,,,,,137,,,,I1255,2025-11-10 02:00,Quality Check,,batch
,,,,B1163,,,,,,C009,,,,,,,2025-10-28 19:00,,,,,,,138,,,,I0532,2025-10-26 20:00,Ready for Sale,,batch
,,,,B1164,,,,,,C002,,,,,,,2025-10-24 06:00,,,,,,,105,,,,I0384,2025-10-23 11:00,Freezing in Progress,,batch
,,,,B1165,,,,,,C003,,,,,,,2025-11-10 21:00,,,,,,,59,,,,I1124,2025-11-08 21:00,Ready for Sale,,batch
,,,,B1166,,,,,,C008,,,,,,,2025-10-26 14:00,,,,,,,100,,,,I0539,2025-10-26 10:00,Ready for Sale,,batch
,,,,B1167,,,,,,C008,,,,,,,2025-10-26 22:00,,,,,,,84,,,,I0486,2025-10-25 03:00,In Transit,,batch
,,,,B1168,,,,,,C004,,,,,,,2025-11-13 19:00,,,,,,,221,,,,I1320,2025-11-12 11:00,Ready for Sale,,batch
,,,,B1169,,,,,,C001,,,,,,,2025-11-05 03:00,,,,,,,82,,,,I0966,2025-11-04 10:00,Quality Check,,batch
,,,,B1170,,,,,,C008,,,,,,,2025-10-29 11:00,,,,,,,207,,,,I0703,2025-10-29 10:00,At Freezing Facility,,batch
,,,,B1171,,,,,,C001,,,,,,,2025-11-01 20:00,,,,,,,204,,,,I0750,2025-10-30 20:00,In Transit,,batch
,,,,B1172,,,,,,C008,,,,,,,2025-10-24 00:00,,,,,,,185,,,,I0377,2025-10-23 07:00,Freezing in Progress,,batch
,,,,B1173,,,,,,C008,,,,,,,2025-11-11 21:00,,,,,,,51,,,,I1317,2025-11-11 18:00,In Transit,,batch
,,,,B1174,,,,,,C002,,,,,,,2025-11-03 07:00,,,,,,,71,,,,I0869,2025-11-02 21:00,Ready for Sale,,batch
,,,,B1175,,,,,,C008,,,,,,,2025-11-11 06:00,,,,,,,101,,,,I1265,2025-11-10 14:00,Ready for Sale,,batch
,,,,B1176,,,,,,C002,,,,,,,2025-11-02 21:00,,,,,,,235,,,,I0859,2025-11-01 08:00,Ready for Sale,,batch
,,,,B1177,,,,,,C008,,,,,,,2025-10-30 09:00,,,,,,,63,,,,I0763,2025-10-30 05:00,Ready for Sale,,batch
,,,,B1178,,,,,,C001,,,,,,,2025-10-31 18:00,,,,,,,126,,,,I0748,2025-10-30 11:00,Freezing in Progress,,batch
,,,,B1179,,,,,,C008,,,,,,,2025-11-02 21:00,,,,,,,147,,,,I0821,2025-11-01 14:00,Ready for Sale,,batch
,,,,B1180,,,,,,C008,,,,,,,2025-10-27 16:00,,,,,,,87,,,,I0573,2025-10-27 15:00,Quality Check,,batch
,,,,B1181,,,,,,C004,,,,,,,2025-11-04 22:00,,,,,,,92,,,,I0924,2025-11-03 12:00,Freezing in Progress,,batch
,,,,B1182,,,,,,C008,,,,,,,2025-10-24 21:00,,,,,,,74,,,,I0369,2025-10-23 22:00,Ready for Sale,,batch
,,,,B1183,,,,,,C007,,,,,,,2025-11-09 08:00,,,,,,,180,,,,I1171,2025-11-08 10:00,Ready for Sale,,batch
,,,,B1184,,,,,,C002,,,,,,,2025-10-22 04:00,,,,,,,118,,,,I0269,2025-10-20 10:00,Ready for Sale,,batch
,,,,B1185,,,,,,C002,,,,,,,2025-11-11 08:00,,,,,,,168,,,,I1180,2025-11-09 09:00,Ready for Sale,,batch
,,,,B1186,,,,,,C010,,,,,,,2025-10-26 16:00,,,,,,,200,,,,I0469,2025-10-25 18:00,Ready for Sale,,batch
,,,,B1187,,,,,,C010,,,,,,,2025-10-21 00:00,,,,,,,61,,,,I0205,2025-10-19 12:00,Ready for Sale,,batch
,,,,B1188,,,,,,C003,,,,,,,2025-10-26 05:00,,,,,,,173,,,,I0553,2025-10-26 04:00,Awaiting Pickup,,batch
,,,,B1189,,,,,,C009,,,,,,,2025-10-27 04:00,,,,,,,75,,,,I0483,2025-10-25 23:00,Quality Check,,batch
,,,,B1190,,,,,,C008,,,,,,,2025-11-08 23:00,,,,,,,106,,,,I1138,2025-11-08 10:00,Ready for Sale,,batch
,,,,B1191,,,,,,C006,,,,,,,2025-11-03 18:00,,,,,,,56,,,,I0886,2025-11-02 03:00,Ready for Sale,,batch
,,,,B1192,,,,,,C008,,,,,,,2025-11-01 08:00,,,,,,,203,,,,I0781,2025-11-01 00:00,Ready for Sale,,batch
,,,,B1193,,,,,,C003,,,,,,,2025-10-25 17:00,,,,,,,77,,,,I0402,2025-10-23 23:00,In Transit,,batch
,,,,B1194,,,,,,C001,,,,,,,2025-10-22 05:00,,,,,,,78,,,,I0299,2025-10-21 10:00,Ready for Sale,,batch
,,,,B1195,,,,,,C002,,,,,,,2025-10-23 04:00,,,,,,,73,,,,I0307,2025-10-21 22:00,Ready for Sale,,batch
,,,,B1196,,,,,,C002,,,,,,,2025-11-05 20:00,,,,,,,246,,,,I0969,2025-11-04 23:00,Freezing in Progress,,batch
,,,,B1197,,,,,,C008,,,,,,,2025-11-12 14:00,,,,,,,91,,,,I1335,2025-11-12 10:00,Ready for Sale,,batch
,,,,B1198,,,,,,C004,,,,,,,2025-10-22 20:00,,,,,,,149,,,,I0362,2025-10-22 03:00,At Freezing Facility,,batch
,,,,B1199,,,,,,C002,,,,,,,2025-11-03 06:00,,,,,,,95,,,,I0864,2025-11-02 17:00,Freezing in Progress,,batch
,,,,B1200,,,,,,C007,,,,,,,2025-11-06 15:00,,,,,,,67,,,,I1024,2025-11-06 05:00,Ready for Sale,,batch
,,,,B1201,,,,,,C009,,,,,,,2025-10-21 10:00,,,,,,,105,,,,I0276,2025-10-20 05:00,Ready for Sale,,batch
,,,,B1202,,,,,,C002,,,,,,,2025-11-07 17:00,,,,,,,76,,,,I1059,2025-11-06 04:00,Awaiting Pickup,,batch
,,,,B1203,,,,,,C008,,,,,,,2025-11-08 03:00,,,,,,,111,,,,I1094,2025-11-07 17:00,Freezing in Progress,,batch
,,,,B1204,,,,,,C008,,,,,,,2025-11-10 20:00,,,,,,,59,,,,I1268,2025-11-10 10:00,Ready for Sale,,batch
,,,,B1205,,,,,,C007,,,,,,,2025-11-07 16:00,,,,,,,150,,,,I0997,2025-11-05 18:00,Quality Check,,batch
,,,,B1206,,,,,,C004,,,,,,,2025-10-28 15:00,,,,,,,172,,,,I0615,2025-10-27 04:00,Freezing in Progress,,batch
,,,,B1207,,,,,,C008,,,,,,,2025-10-27 07:00,,,,,,,50,,,,I0514,2025-10-26 00:00,Freezing in Progress,,batch
,,,,B1208,,,,,,C001,,,,,,,2025-11-09 11:00,,,,,,,195,,,,I1152,2025-11-08 13:00,Quality Check,,batch
,,,,B1209,,,,,,C002,,,,,,,2025-11-09 04:00,,,,,,,62,,,,I1163,2025-11-08 22:00,Awaiting Pickup,,batch
,,,,B1210,,,,,,C008,,,,,,,2025-10-17 18:00,,,,,,,186,,,,I0098,2025-10-17 12:00,Ready for Sale,,batch
,,,,B1211,,,,,,C009,,,,,,,2025-11-02 11:00,,,,,,,230,,,,I0816,2025-11-01 22:00,Ready for Sale,,batch
,,,,B1212,,,,,,C006,,,,,,,2025-10-21 09:00,,,,,,,125,,,,I0203,2025-10-19 14:00,Awaiting Pickup,,batch
,,,,B1213,,,,,,C001,,,,,,,2025-10-23 22:00,,,,,,,126,,,,I0335,2025-10-22 05:00,Ready for Sale,,batch
,,,,B1214,,,,,,C002,,,,,,,2025-10-19 03:00,,,,,,,174,,,,I0123,2025-10-17 22:00,Awaiting Pickup,,batch
,,,,B1215,,,,,,C010,,,,,,,2025-10-24 10:00,,,,,,,98,,,,I0442,2025-10-24 08:00,In Transit,,batch
,,,,B1216,,,,,,C001,,,,,,,2025-10-28 13:00,,,,,,,175,,,,I0521,2025-10-26 19:00,Freezing in Progress,,batch
,,,,B1217,,,,,,C002,,,,,,,2025-11-12 18:00,,,,,,,177,,,,I1325,2025-11-12 16:00,Quality Check,,batch
,,,,B1218,,,,,,C008,,,,,,,2025-10-20 05:00,,,,,,,136,,,,I0198,2025-10-19 03:00,Awaiting Pickup,,batch
,,,,B1219,,,,,,C006,,,,,,,2025-11-05 09:00,,,,,,,104,,,,I0922,2025-11-03 23:00,Ready for Sale,,batch
,,,,B1220,,,,,,C004,,,,,,,2025-10-30 05:00,,,,,,,223,,,,I0686,2025-10-29 19:00,Ready for Sale,,batch
,,,,B1221,,,,,,C010,,,,,,,2025-10-26 07:00,,,,,,,198,,,,I0533,2025-10-26 04:00,At Freezing Facility,,batch
,,,,B1222,,,,,,C008,,,,,,,2025-11-01 09:00,,,,,,,175,,,,I0740,2025-10-30 17:00,Ready for Sale,,batch
,,,,B1223,,,,,,C008,,,,,,,2025-10-30 07:00,,,,,,,112,,,,I0738,2025-10-30 06:00,Ready for Sale,,batch
,,,,B1224,,,,,,C006,,,,,,,2025-11-08 18:00,,,,,,,51,,,,I1148,2025-11-08 11:00,Awaiting Pickup,,batch
,,,,B1225,,,,,,C002,,,,,,,2025-11-09 01:00,,,,,,,175,,,,I1142,2025-11-08 20:00,In Transit,,batch
,,,,B1226,,,,,,C006,,,,,,,2025-11-13 12:00,,,,,,,79,,,,I1362,2025-11-12 21:00,Freezing in Progress,,batch
,,,,B1227,,,,,,C008,,,,,,,2025-10-31 01:00,,,,,,,101,,,,I0705,2025-10-29 23:00,Freezing in Progress,,batch
,,,,B1228,,,,,,C008,,,,,,,2025-10-17 07:00,,,,,,,68,,,,I0041,2025-10-15 20:00,Ready for Sale,,batch
,,,,B1229,,,,,,C001,,,,,,,2025-11-01 11:00,,,,,,,132,,,,I0844,2025-11-01 08:00,Ready for Sale,,batch
,,,,B1230,,,,,,C006,,,,,,,2025-10-20 20:00,,,,,,,81,,,,I0249,2025-10-20 10:00,Awaiting Pickup,,batch
,,,,B1231,,,,,,C007,,,,,,,2025-10-30 06:00,,,,,,,93,,,,I0720,2025-10-29 19:00,Ready for Sale,,batch
,,,,B1232,,,,,,C007,,,,,,,2025-10-23 12:00,,,,,,,112,,,,I0408,2025-10-23 03:00,Ready for Sale,,batch
,,,,B1233,,,,,,C006,,,,,,,2025-11-11 09:00,,,,,,,211,,,,I1284,2025-11-11 07:00,Ready for Sale,,batch
,,,,B1234,,,,,,C007,,,,,,,2025-11-10 13:00,,,,,,,70,,,,I1236,2025-11-10 07:00,Awaiting Pickup,,batch
,,,,B1235,,,,,,C010,,,,,,,2025-11-08 14:00,,,,,,,154,,,,I1103,2025-11-07 11:00,Quality Check,,batch
,,,,B1236,,,,,,C010,,,,,,,2025-11-10 20:00,,,,,,,146,,,,I1273,2025-11-10 06:00,Freezing in Progress,,batch
,,,,B1237,,,,,,C001,,,,,,,2025-11-14 19:00,,,,,,,61,,,,I1387,2025-11-13 16:00,At Freezing Facility,,batch
,,,,B1238,,,,,,C008,,,,,,,2025-10-30 18:00,,,,,,,94,,,,I0728,2025-10-29 03:00,Ready for Sale,,batch
,,,,B1239,,,,,,C008,,,,,,,2025-10-29 21:00,,,,,,,154,,,,I0666,2025-10-28 04:00,Freezing in Progress,,batch
,,,,B1240,,,,,,C002,,,,,,,2025-11-14 11:00,,,,,,,139,,,,I1413,2025-11-13 19:00,Freezing in Progress,,batch
,,,,B1241,,,,,,C001,,,,,,,2025-11-06 21:00,,,,,,,80,,,,I0999,2025-11-05 05:00,Ready for Sale,,batch
,,,,B1242,,,,,,C002,,,,,,,2025-11-04 09:00,,,,,,,216,,,,I0916,2025-11-03 18:00,Ready for Sale,,batch
,,,,B1243,,,,,,C009,,,,,,,2025-11-12 02:00,,,,,,,153,,,,I1303,2025-11-11 08:00,Ready for Sale,,batch
,,,,B1244,,,,,,C006,,,,,,,2025-11-11 02:00,,,,,,,99,,,,I1229,2025-11-09 06:00,In Transit,,batch
